id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
1814eb187daa7c4f4f168c56ca216311,"The team was able to communicate effectively, they knew what each other would what?",send email,talk with people,ring up the president of bermuda,think,speak to,3,"thinkThe team was able to communicate effectively,they knew what each other would what?","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
5a28ae273ec39360e1b81578215e7eab,"The person sees the messy house that was clean earlier that day, what was the reaction?",thank god,travel to europe,feel upset,happy,spring into action,2,Feeling upset is the only negative emotion listed.,"The person was expecting the house to be clean, and instead it was covered in dust and dirt."
08a5eead6ab7ecd1ab9098688359afbe,"When Catholic people experience stress, what do they do?",cross themselves,teach each other,burn themselves,talk to each other,die,0,giving the sign of the cross is a very coming act for Catholics when under stress.,"When Catholic people experience stress, they will cross themselves in order to protect themselves from the evil spirit."
866deeda79fe257ffcfc08c674962894,"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",nature,pet shop,georgia,tropical forest,france,0,House is the only place that is not likely to sell a lantern.,"Snakes are most likely to come across while out in nature, such as in a tropical forest or on a plane.  They may also appear in pet shops and on certain travel routes.  However, the greatest risk is likely to occur while in the wild, where their presence may be unknown to the traveler."
1d78a458fe91ed92112773c252910e21,What kind of place could have thousands of statue?,church,theatre,large city,water fountain,central park,2,A large city would have many places that could have one or two statues so across the whole city you could find many statues.,"A large city is a place where there are thousands of statues, such as statues of gods, goddesses, and heroes.  These statues are typically found in parks, museums, and other public spaces.  The city of New York is a great example of a large city, with its many iconic landmarks and attractions such as the Statue of Liberty, Empire State Building, and Central Park."
bbea51e027a35f858f94267174afe0b8,"If you're doing some typing, what is one thing you could be creating?",letter,a birthday card,pain,printed word,carpal tunnel syndrome,0,You can only create a letter. The other two are undesired results of the operation.,"If you're doing some typing, you could be creating a letter. This would involve selecting a font, size, and style that you are comfortable with, and then typing the letter you want. "
7814659abcd1f643ed5573bf223ad9cb,Sometimes just expressing yourself is the best way to be what?,communication,fun,understood,ease tension,suffering,2,"If you express yourself truthfully, than other people may understand who you are.","When someone is trying to be understood, it is often the best way to communicate.  Being understood allows for a deeper connection with the other person, and can lead to improved relationships and understanding."
462e6b5ab29a614c6a31de6c4caea1f5,"Other than a municipal park, where would you find a tennis court?",college campus,michigan,country club,high school,town,2,other than parks I have only ever seen courts in country clubs,"A country club is a place where people can go to enjoy a variety of activities including tennis, golf, and swimming. These clubs are usually located in a suburban or rural area and may offer members special discounts or amenities."
5ade28906cb358f8f3e83f5f22b5582e,Why might someone avoid getting a new car?,move quickly,go fast,cost money,crash,slow down,2,WHILE BOUGHT A NEW CAR IT WILL SPENT THE LOT OF MONEY,"Getting a new car can be expensive, with costs such as insurance, gas, and maintenance. It may also be difficult to find the time to care for the car, or the resources to pay for repairs. Therefore, some people may choose to avoid getting a new car, as it can be a costly and time-consuming process."
807a3a2dabdd50ed0c76052fd2612632,What do people do sometimes when they find a good deal?,race cars,believe in god,fight each other,fear death,murder each other,2,Fighting each other is the only choice that has anything to do with confrontation over a deal,People do sometimes fight each other when they find a good deal. This is because they are either trying to protect a bargain they made or trying to get even with someone they feel has wronged them in some way.
4a4f209f73ddefcb978392d2616b02a4,"The kids showed excitement getting ready and getting in the car, they were ready to what?",express information,go somewhere,dance,library,fix the car,1,People typically get in cars to go somewhere,"The kids were excited to go somewhere and express their information.  They were dancing and laughing as they got in the car, ready to go and have a good time.  This indicates that they were looking forward to their destination and were enthusiastic about their journey."
a64ec12b71bd495f8ec69923ab3c7e0d,"He worried about performing, he struck him with great what?",anxiety,injury,action,lightning,fear,4,Fear is an emotion that people can get when having to perform in front of an audience.,"Performing in front of others can be stressful and worrying, especially if you are feeling anxious or nervous. Therefore, it can be beneficial to practice self-care and develop a routine so that you can better manage your stress."
cf0930dff2fcc05eb3f735b9b2f1bc9c,Where would you find a waiting room with only some fathers?,maternity ward,dentist's office,doctor's office,clinic,pediatrist's waiting room,0,Most men waiting in a maternity ward can be assumed to be fathers,"Maternity wards are typically located in hospitals or other healthcare facilities. They are usually equipped with childcare facilities, as well as private rooms for expectant mothers. "
